ID,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
536,Kew East,36 Belford Rd,4,h,1315000,SP,Nelson,24/9/16,7.5,3102,4,2,2.0,458,200.0,1930.0,Boroondara,-37.7981,145.0472,Southern Metropolitan,2671
540,Maidstone,67 Ballarat Rd,2,h,646000,SP,Jas,13/8/16,9.2,3012,2,1,2.0,270,95.0,1900.0,Maribyrnong,-37.7871,144.8791,Western Metropolitan,3873
542,Maidstone,48/48 Eucalyptus Dr,2,u,349000,PI,hockingstuart,16/4/16,9.2,3012,2,1,1.0,0,69.0,2011.0,Maribyrnong,-37.7795,144.8729,Western Metropolitan,3873
544,Maidstone,4 Maple St,5,h,1350000,S,Biggin,19/11/16,9.2,3012,5,3,2.0,527,358.0,2009.0,Maribyrnong,-37.7746,144.8727,Western Metropolitan,3873
547,Malvern,8/6 Irving St,2,u,740000,S,Marshall,25/2/17,7.4,3144,2,1,1.0,0,91.0,1967.0,Stonnington,-37.8597,145.0322,Southern Metropolitan,4675
549,Malvern,1/58 Cawkwell St,2,u,584000,S,Gary,28/8/16,7.4,3144,2,1,1.0,0,74.0,1971.0,Stonnington,-37.854,145.041,Southern Metropolitan,4675
551,Malvern East,8 Ash Gr,5,h,4802500,S,Marshall,10/12/16,11.2,3145,5,2,4.0,837,267.0,1919.0,Stonnington,-37.8756,145.0561,Southern Metropolitan,8801
553,Malvern East,1/14 Durward Rd,4,t,1240000,PI,Jellis,18/3/17,11.2,3145,4,2,2.0,310,180.0,1990.0,Stonnington,-37.8822,145.0837,Southern Metropolitan,8801
556,Malvern East,20a Thurso St,3,h,950000,VB,Jellis,28/8/16,11.2,3145,3,1,1.0,288,132.0,1999.0,Stonnington,-37.8752,145.0817,Southern Metropolitan,8801
557,Maribyrnong,3/6 Randall St,3,u,662500,S,Rendina,7/11/16,8.7,3032,3,2,2.0,202,121.0,2006.0,Maribyrnong,-37.768,144.8894,Western Metropolitan,4918
558,Maribyrnong,3/26 Middle Rd,2,t,570000,S,Jas,16/4/16,8.7,3032,3,1,2.0,98,128.0,2009.0,Maribyrnong,-37.7677,144.8925,Western Metropolitan,4918
559,Maribyrnong,20/9 Fabian Ct,2,t,429000,S,Trimson,18/3/17,8.7,3032,2,1,1.0,83,88.0,1980.0,Maribyrnong,-37.7732,144.8927,Western Metropolitan,4918
561,Maribyrnong,28 Blair St,2,t,440000,PI,Rendina,22/8/16,8.7,3032,2,1,2.0,54,85.0,2000.0,Maribyrnong,-37.774,144.8797,Western Metropolitan,4918
562,Maribyrnong,2 Murnong St,4,h,1048700,SP,Brad,23/4/16,8.7,3032,3,2,2.0,452,245.0,1999.0,Maribyrnong,-37.774,144.877,Western Metropolitan,4918
563,Maribyrnong,75 Edgewater Bvd,3,h,820000,PI,Biggin,28/5/16,8.7,3032,3,2,2.0,203,160.0,2006.0,Maribyrnong,-37.7853,144.8972,Western Metropolitan,4918
565,Melbourne,805/300 Swanston St,2,u,665000,S,Purplebricks,7/11/16,2.8,3000,2,1,1.0,0,80.0,2004.0,Melbourne,-37.8106,144.9646,Northern Metropolitan,17496
567,Melbourne,1003/265 Exhibition St,3,u,760000,S,hockingstuart,28/5/16,2.8,3000,2,2,1.0,0,89.0,1997.0,Melbourne,-37.8095,144.9691,Northern Metropolitan,17496
568,Middle Park,287 Richardson St,4,h,3120000,S,Marshall,19/11/16,4.1,3206,4,2,1.0,182,100.0,1900.0,Port Phillip,-37.8518,144.9663,Southern Metropolitan,2019
569,Middle Park,33 Nimmo St,2,h,1920000,S,Marshall,25/2/17,4.1,3206,2,1,0.0,152,82.0,1910.0,Port Phillip,-37.8498,144.9628,Southern Metropolitan,2019
570,Mont Albert,42 View St,4,h,2200000,S,Jellis,13/8/16,11.8,3127,4,2,2.0,931,199.0,1930.0,Whitehorse,-37.8226,145.1103,Eastern Metropolitan,2079
571,Moonee Ponds,25 Buckley St,3,h,1170000,S,Re,8/10/16,6.9,3039,3,1,1.0,443,102.0,1930.0,Moonee Valley,-37.7585,144.928,Western Metropolitan,6232
572,Moonee Ponds,101 Holmes Rd,4,h,1120000,VB,Nelson,8/10/16,6.9,3039,4,1,1.0,571,138.0,1915.0,Moonee Valley,-37.7659,144.9116,Western Metropolitan,6232
573,Moonee Ponds,61 Steele St,4,h,1361500,S,Rendina,10/12/16,6.9,3039,4,1,2.0,453,145.0,1920.0,Moonee Valley,-37.7698,144.9336,Western Metropolitan,6232
574,Moonee Ponds,31 Bowen St,2,h,860000,S,Nelson,11/2/17,6.9,3039,2,1,1.0,301,80.0,1920.0,Moonee Valley,-37.7695,144.9092,Western Metropolitan,6232
575,Moonee Ponds,29 Winchester St,2,h,1015000,S,Nelson,14/5/16,6.9,3039,2,1,1.0,228,125.0,1910.0,Moonee Valley,-37.7685,144.9183,Western Metropolitan,6232
578,Moonee Ponds,16/51 Buckley St,1,u,265000,VB,Brad,19/11/16,6.9,3039,1,1,1.0,0,41.0,1970.0,Moonee Valley,-37.758,144.9237,Western Metropolitan,6232
579,Moonee Ponds,36 Aberfeldie St,3,h,1725000,PI,Nelson,24/9/16,6.9,3039,3,2,3.0,596,203.0,1950.0,Moonee Valley,-37.7609,144.905,Western Metropolitan,6232
580,Moonee Ponds,36 Scotia St,3,h,850000,S,Nelson,26/7/16,6.9,3039,3,2,1.0,271,143.0,1915.0,Moonee Valley,-37.7682,144.9058,Western Metropolitan,6232
581,Moonee Ponds,2 Parry St,5,h,1740000,S,Brad,27/6/16,6.9,3039,4,1,2.0,739,155.0,1930.0,Moonee Valley,-37.7613,144.9177,Western Metropolitan,6232
582,Moonee Ponds,1/263 Union Rd,3,t,1130000,S,Brad,27/11/16,6.9,3039,3,2,2.0,217,145.0,2013.0,Moonee Valley,-37.7704,144.9162,Western Metropolitan,6232
585,Moonee Ponds,4/208 Maribyrnong Rd,2,t,800000,S,Nelson,30/7/16,6.9,3039,2,2,2.0,239,120.0,1970.0,Moonee Valley,-37.7708,144.9093,Western Metropolitan,6232
586,Moorabbin,83 Bulli St,4,h,1200000,S,Buxton,8/10/16,14.6,3189,4,2,1.0,696,214.0,1955.0,Kingston,-37.9398,145.0554,Southern Metropolitan,2555
588,Moorabbin,15 Biscop Rd,2,h,1191000,S,C21,27/11/16,14.6,3189,2,1,2.0,756,97.0,1950.0,Kingston,-37.94,145.0449,Southern Metropolitan,2555
589,Moorabbin,17 Horsmunden Rd,4,h,1160000,S,Gary,28/5/16,14.6,3189,4,2,2.0,588,199.0,2011.0,Kingston,-37.9395,145.0477,Southern Metropolitan,2555
591,Newport,46 River St,4,h,940000,VB,Williams,4/6/16,8.4,3015,3,2,1.0,379,172.0,1930.0,Hobsons Bay,-37.8408,144.8893,Western Metropolitan,5498
592,Newport,4/31 Clyde St,3,h,655800,S,Greg,6/8/16,8.4,3015,2,2,1.0,178,102.0,2009.0,Hobsons Bay,-37.8416,144.8651,Western Metropolitan,5498
593,Newport,65 Charlotte St,3,h,800000,SP,Jas,10/12/16,8.4,3015,3,2,1.0,0,138.0,1970.0,Hobsons Bay,-37.8352,144.8661,Western Metropolitan,5498
595,Newport,31 Milford St,2,h,1030000,S,Village,15/10/16,8.4,3015,2,1,2.0,470,136.0,1930.0,Hobsons Bay,-37.8471,144.8769,Western Metropolitan,5498
596,Newport,6 Speight St,4,h,1280000,S,Raine,16/7/16,8.4,3015,4,2,1.0,458,153.0,1930.0,Hobsons Bay,-37.8427,144.879,Western Metropolitan,5498
597,Newport,16 Blenheim Rd,3,h,1176000,S,hockingstuart,18/6/16,8.4,3015,3,1,2.0,767,111.0,1960.0,Hobsons Bay,-37.8466,144.8636,Western Metropolitan,5498
598,Newport,94 Mason St,2,h,801000,SP,Williams,18/6/16,8.4,3015,1,1,1.0,343,106.0,1920.0,Hobsons Bay,-37.8414,144.8752,Western Metropolitan,5498
599,Newport,60 Speight St,3,h,891500,SP,Sweeney,22/8/16,8.4,3015,3,1,0.0,344,130.0,1920.0,Hobsons Bay,-37.8424,144.8754,Western Metropolitan,5498
602,Niddrie,87 Hotham Rd,2,h,657000,S,Barry,12/11/16,11.2,3042,2,2,1.0,268,104.0,1950.0,Moonee Valley,-37.7343,144.8783,Western Metropolitan,2291
603,Niddrie,45 Vaynor St,3,h,710000,S,Nelson,12/11/16,11.2,3042,3,2,1.0,317,140.0,1950.0,Moonee Valley,-37.7449,144.8869,Western Metropolitan,2291
605,Niddrie,2 Michael Ct,3,t,840000,S,Barry,15/10/16,11.2,3042,3,2,2.0,374,180.0,1990.0,Moonee Valley,-37.7445,144.8834,Western Metropolitan,2291
609,North Melbourne,2/63 Brougham St,2,u,726000,S,Jellis,4/3/17,2.3,3051,2,1,1.0,0,64.0,1970.0,Melbourne,-37.7936,144.9426,Northern Metropolitan,6821
610,North Melbourne,6/55 Provost St,2,u,640000,S,MICM,8/10/16,2.3,3051,2,2,1.0,0,84.0,2006.0,Melbourne,-37.802,144.9459,Northern Metropolitan,6821
611,North Melbourne,44 Byron St,2,h,990000,S,Nelson,15/10/16,2.3,3051,2,2,1.0,584,120.0,2008.0,Melbourne,-37.8016,144.9508,Northern Metropolitan,6821
612,North Melbourne,509/30 Wreckyn St,2,u,620000,S,LITTLE,19/11/16,2.3,3051,2,1,2.0,0,69.0,2004.0,Melbourne,-37.8004,144.9544,Northern Metropolitan,6821
614,North Melbourne,306/350 Victoria St,2,u,630000,SP,Alexkarbon,24/9/16,2.3,3051,2,1,1.0,0,75.0,2002.0,Melbourne,-37.8055,144.9547,Northern Metropolitan,6821
615,North Melbourne,21/70 Oshanassy St,2,u,560000,S,Jellis,25/2/17,2.3,3051,2,1,1.0,2300,68.0,1975.0,Melbourne,-37.7997,144.9472,Northern Metropolitan,6821
617,Northcote,99 Christmas St,2,h,1575000,SA,McGrath,7/11/16,5.5,3070,2,1,3.0,607,126.0,1945.0,Darebin,-37.7668,145.0149,Northern Metropolitan,11364
618,Northcote,6 Brooke St,3,h,1655000,SP,Jellis,8/10/16,5.5,3070,3,1,3.0,472,101.0,1924.0,Darebin,-37.7765,145.0027,Northern Metropolitan,11364
620,Northcote,12/20 Ross St,1,u,435000,S,Nelson,10/9/16,5.5,3070,1,1,2.0,0,55.0,1970.0,Darebin,-37.7842,144.9991,Northern Metropolitan,11364
622,Northcote,1/68 Bridge St,1,u,312000,S,Harcourts,14/5/16,5.5,3070,1,1,1.0,0,39.0,1960.0,Darebin,-37.7783,144.9954,Northern Metropolitan,11364
625,Northcote,338 Separation St,2,t,701000,SP,Nelson,17/9/16,5.5,3070,2,1,1.0,0,109.0,2000.0,Darebin,-37.7711,145.013,Northern Metropolitan,11364
627,Northcote,8 Reid St,2,h,1095000,S,Ray,22/8/16,5.5,3070,2,1,2.0,306,86.0,1910.0,Darebin,-37.7644,145.004,Northern Metropolitan,11364
628,Northcote,1/13 Kellett St,2,u,770000,S,Nelson,24/9/16,5.5,3070,2,1,1.0,129,115.0,1975.0,Darebin,-37.7668,145.0063,Northern Metropolitan,11364
630,Northcote,13/200 Westgarth St,1,u,400000,VB,Nelson,27/11/16,5.5,3070,1,1,1.0,0,43.0,2014.0,Darebin,-37.7831,145.0124,Northern Metropolitan,11364
631,Northcote,17/203 Clarke St,2,u,570000,VB,Woodards,28/8/16,5.5,3070,2,1,1.0,0,10.0,1970.0,Darebin,-37.7766,144.9988,Northern Metropolitan,11364
636,Oak Park,40 Winifred St,4,h,865000,S,Brad,3/12/16,11.5,3046,4,1,2.0,696,160.0,1955.0,Moreland,-37.7209,144.9158,Northern Metropolitan,2651
637,Oak Park,1/9 Cartwright St,2,u,476000,S,hockingstuart,6/8/16,11.5,3046,2,1,1.0,189,85.0,1995.0,Moreland,-37.7151,144.9191,Northern Metropolitan,2651
638,Oak Park,44 Devereaux St,3,h,706000,PI,Eview,7/11/16,11.5,3046,3,1,0.0,715,111.0,1960.0,Moreland,-37.7143,144.9092,Northern Metropolitan,2651
639,Oak Park,11 Murphy St,4,h,920000,S,Ray,7/11/16,11.5,3046,4,2,2.0,780,179.0,1965.0,Moreland,-37.7168,144.9171,Northern Metropolitan,2651
641,Oak Park,40 Devereaux St,4,h,840000,SP,Nelson,18/6/16,11.5,3046,4,1,2.0,704,196.0,1960.0,Moreland,-37.7143,144.9096,Northern Metropolitan,2651
643,Oakleigh South,19 Reid St,2,h,778000,S,Ray,30/7/16,14.7,3167,2,1,1.0,806,89.0,1965.0,Monash,-37.9112,145.0873,South-Eastern Metropolitan,3692
646,Parkville,12/196 The Avenue,1,u,526000,SP,Nelson,25/2/17,2.6,3052,1,1,1.0,2488,50.0,1995.0,Melbourne,-37.7829,144.9574,Northern Metropolitan,2309
647,Parkville,187 Park Dr,3,h,2236000,S,Collins,27/6/16,2.6,3052,4,2,1.0,154,196.0,1890.0,Melbourne,-37.7934,144.9562,Northern Metropolitan,2309
648,Pascoe Vale,24 Alexandra St,3,h,731000,S,Brad,4/6/16,9.9,3044,3,1,2.0,568,111.0,1960.0,Moreland,-37.7178,144.9422,Northern Metropolitan,7485
649,Pascoe Vale,5/19 Raeburn St,2,u,452000,S,hockingstuart,7/5/16,9.9,3044,2,1,1.0,159,87.0,1990.0,Moreland,-37.7291,144.9446,Northern Metropolitan,7485
650,Pascoe Vale,60 Kent Rd,2,h,741000,S,Raine,7/11/16,9.9,3044,2,1,2.0,520,300.0,2006.0,Moreland,-37.7204,144.9446,Northern Metropolitan,7485
651,Pascoe Vale,34 Essex St,3,h,775000,S,Brad,10/9/16,9.9,3044,3,1,1.0,406,103.0,1960.0,Moreland,-37.7269,144.9447,Northern Metropolitan,7485
652,Pascoe Vale,16 Hayes Pde,5,h,950000,VB,Nelson,10/12/16,9.9,3044,5,2,2.0,705,166.0,1950.0,Moreland,-37.7328,144.9281,Northern Metropolitan,7485
653,Pascoe Vale,22 Derby St,3,h,835000,PI,Nelson,12/11/16,9.9,3044,3,1,2.0,422,132.0,1950.0,Moreland,-37.7337,144.9458,Northern Metropolitan,7485
654,Pascoe Vale,2/60 Bolingbroke St,2,u,485000,S,Brad,13/8/16,9.9,3044,2,1,1.0,139,74.0,1975.0,Moreland,-37.7315,144.9301,Northern Metropolitan,7485
656,Pascoe Vale,8/16 Pascoe St,3,t,430000,VB,Trimson,18/6/16,9.9,3044,3,2,1.0,146,106.0,2006.0,Moreland,-37.7152,144.9346,Northern Metropolitan,7485
658,Pascoe Vale,30 Downs St,2,t,550500,S,Nelson,22/5/16,9.9,3044,2,1,2.0,135,100.0,2012.0,Moreland,-37.7242,144.9411,Northern Metropolitan,7485
659,Pascoe Vale,95 Essex St,4,h,985000,SP,Ray,25/2/17,9.9,3044,4,2,2.0,511,182.0,2007.0,Moreland,-37.7268,144.9401,Northern Metropolitan,7485
661,Pascoe Vale,272 Sussex St,3,h,670000,S,hockingstuart,25/2/17,9.9,3044,3,1,1.0,596,145.0,1949.0,Moreland,-37.721,144.9514,Northern Metropolitan,7485
665,Port Melbourne,89 Cruikshank St,3,h,1470000,S,Marshall,4/6/16,3.8,3207,3,1,0.0,153,109.0,1880.0,Port Phillip,-37.8382,144.9469,Southern Metropolitan,8648
667,Port Melbourne,255 Ross St,4,h,1820000,S,Marshall,7/11/16,3.8,3207,4,2,1.0,212,158.0,1900.0,Melbourne,-37.8331,144.9412,Southern Metropolitan,8648
668,Port Melbourne,44 Cruikshank St,2,h,1350000,S,RT,10/9/16,3.8,3207,2,1,1.0,195,94.0,1900.0,Melbourne,-37.8395,144.9462,Southern Metropolitan,8648
670,Port Melbourne,8 Garton St,2,h,1080000,S,Scott,12/11/16,3.8,3207,2,1,0.0,105,70.0,1910.0,Port Phillip,-37.8338,144.9474,Southern Metropolitan,8648
671,Port Melbourne,205 Heath St,2,h,1115000,S,Chisholm,12/11/16,3.8,3207,2,1,0.0,120,76.0,1900.0,Port Phillip,-37.8322,144.947,Southern Metropolitan,8648
674,Port Melbourne,410/54 Nott St,2,u,520000,S,hockingstuart,22/5/16,3.8,3207,1,1,1.0,0,70.0,2005.0,Port Phillip,-37.8407,144.9389,Southern Metropolitan,8648
675,Port Melbourne,405/1 Danks St W,1,u,470000,SP,LITTLE,22/8/16,3.8,3207,1,1,1.0,0,62.0,2000.0,Port Phillip,-37.8436,144.944,Southern Metropolitan,8648
677,Port Melbourne,1001/107 Beach St,3,u,2460000,S,Marshall,27/11/16,3.8,3207,3,2,2.0,5042,102.0,1995.0,Port Phillip,-37.8405,144.9319,Southern Metropolitan,8648
678,Port Melbourne,126 Heath St,3,h,3705000,S,Greg,27/11/16,3.8,3207,3,2,2.0,214,241.0,2014.0,Port Phillip,-37.8341,144.9458,Southern Metropolitan,8648
679,Port Melbourne,56/15 Beach St,2,u,900000,S,Marshall,28/5/16,3.8,3207,2,1,2.0,0,94.0,1997.0,Port Phillip,-37.8426,144.9398,Southern Metropolitan,8648
680,Prahran,20a Percy St,2,h,950000,PI,hockingstuart,3/9/16,4.5,3181,2,1,1.0,88,121.0,2000.0,Stonnington,-37.8503,144.9913,Southern Metropolitan,7717
681,Prahran,10/4 Rae Ct,1,u,500500,S,Biggin,4/3/17,4.5,3181,1,1,1.0,0,64.0,1945.0,Stonnington,-37.857,145.0027,Southern Metropolitan,7717
682,Prahran,4/10 Williams Rd,2,u,585000,PI,Biggin,10/9/16,4.5,3181,2,1,1.0,0,87.0,1960.0,Stonnington,-37.8581,145.0017,Southern Metropolitan,7717
685,Prahran,2/261 Dandenong Rd,2,u,570000,VB,hockingstuart,18/3/17,4.5,3181,2,1,1.0,0,78.0,2004.0,Stonnington,-37.8588,145.0024,Southern Metropolitan,7717
687,Prahran,5/327 Dandenong Rd,2,u,681000,S,Geoff,27/11/16,4.5,3181,2,2,1.0,0,95.0,1995.0,Stonnington,-37.8598,145.0097,Southern Metropolitan,7717
690,Preston,91 Bruce St,3,h,1150000,S,hockingstuart,7/11/16,8.8,3072,3,1,2.0,566,143.0,1910.0,Darebin,-37.7418,144.9934,Northern Metropolitan,14577
693,Preston,4/55 Regent St,2,u,530000,S,Nelson,15/10/16,8.8,3072,2,1,1.0,106,74.0,1970.0,Darebin,-37.7306,144.9993,Northern Metropolitan,14577
695,Preston,1 Bellarine St,4,h,1400000,VB,Jellis,18/3/17,8.8,3072,4,2,2.0,559,217.0,1925.0,Darebin,-37.7347,144.9966,Northern Metropolitan,14577
696,Preston,3/9 Cormac St,2,t,660000,S,Harcourts,18/3/17,8.8,3072,2,1,1.0,113,90.0,2013.0,Darebin,-37.7479,145.0153,Northern Metropolitan,14577
697,Preston,198 Raglan St,2,h,910000,SP,Nelson,18/3/17,8.8,3072,2,2,1.0,352,103.0,1950.0,Darebin,-37.7495,145.0092,Northern Metropolitan,14577
698,Preston,246 Murray Rd,3,h,810000,SP,Barry,18/6/16,8.8,3072,2,1,1.0,421,97.0,1930.0,Darebin,-37.738,145.0064,Northern Metropolitan,14577
709,Reservoir,3/14 MacK St,3,t,592000,S,Ray,8/10/16,11.2,3073,3,1,1.0,270,160.0,2016.0,Darebin,-37.702,145.0148,Northern Metropolitan,21650
711,Reservoir,3 Colthur St,3,h,650000,SP,Nelson,10/9/16,11.2,3073,3,1,3.0,620,114.0,1960.0,Darebin,-37.7099,144.9938,Northern Metropolitan,21650
712,Reservoir,6/13 Fyfe St,2,t,416000,S,Ray,10/9/16,11.2,3073,2,1,1.0,159,70.0,2000.0,Darebin,-37.7059,145.0115,Northern Metropolitan,21650
717,Reservoir,2/963 High St,2,u,323000,S,Nelson,16/4/16,11.2,3073,2,1,1.0,0,65.0,1960.0,Darebin,-37.7093,145.0084,Northern Metropolitan,21650
718,Reservoir,39 Mason St,4,h,786000,S,Nelson,16/4/16,11.2,3073,4,3,1.0,595,174.0,2013.0,Darebin,-37.7283,145.0072,Northern Metropolitan,21650
719,Reservoir,4/7 Pershing St,2,u,390000,VB,Nelson,16/4/16,11.2,3073,2,1,1.0,122,74.0,1980.0,Darebin,-37.7261,144.9961,Northern Metropolitan,21650
720,Reservoir,79 Darebin Bvd,3,h,622500,S,Ray,17/9/16,11.2,3073,3,1,1.0,456,94.0,1960.0,Darebin,-37.7038,145.0281,Northern Metropolitan,21650
725,Reservoir,2/7 Colthur St,3,u,475000,SP,Barry,22/8/16,11.2,3073,3,1,2.0,521,100.0,2010.0,Darebin,-37.7097,144.9912,Northern Metropolitan,21650
726,Reservoir,4/32 Crookston Rd,2,u,440000,SP,Barry,22/8/16,11.2,3073,2,1,1.0,153,87.0,2007.0,Darebin,-37.7098,145.0211,Northern Metropolitan,21650
730,Reservoir,273 Mahoneys Rd,3,h,601000,S,Love,25/2/17,11.2,3073,3,1,2.0,460,102.0,1965.0,Darebin,-37.6917,144.9755,Northern Metropolitan,21650
732,Reservoir,1 Harmer St,4,h,885000,S,hockingstuart,26/7/16,11.2,3073,4,2,3.0,936,262.0,1985.0,Darebin,-37.7021,145.0178,Northern Metropolitan,21650
733,Reservoir,42 Kingsley Rd,3,h,815000,S,Nelson,26/7/16,11.2,3073,3,1,2.0,550,557.0,1965.0,Darebin,-37.7208,144.9887,Northern Metropolitan,21650
734,Reservoir,1/14 Ludeman Ct,2,u,433000,S,Ray,27/6/16,11.2,3073,2,1,1.0,236,72.0,2012.0,Darebin,-37.6984,144.9997,Northern Metropolitan,21650
735,Reservoir,10 Dumbarton St,3,h,851000,S,Barry,27/11/16,11.2,3073,3,1,1.0,826,101.0,1960.0,Darebin,-37.7013,145.0244,Northern Metropolitan,21650
738,Reservoir,12 Nutwood St,5,h,762500,S,Nelson,28/5/16,11.2,3073,3,2,2.0,548,285.0,1990.0,Darebin,-37.7099,145.0333,Northern Metropolitan,21650
740,Richmond,24 Butler St,2,h,937000,S,Biggin,3/9/16,2.6,3121,2,1,1.0,125,103.0,1950.0,Yarra,-37.8106,144.994,Northern Metropolitan,14949
741,Richmond,81 Erin St,3,h,1260000,S,Biggin,3/9/16,2.6,3121,2,1,0.0,203,81.0,1900.0,Yarra,-37.8166,144.9945,Northern Metropolitan,14949
745,Richmond,101/18 Tanner St,2,u,635000,S,Biggin,4/3/17,2.6,3121,2,2,1.0,2740,76.0,2003.0,Yarra,-37.8231,144.9906,Northern Metropolitan,14949
748,Richmond,6/33 Goodwood St,2,u,512000,S,Marshall,10/9/16,2.6,3121,2,1,1.0,0,61.0,1970.0,Yarra,-37.8198,144.996,Northern Metropolitan,14949
751,Richmond,77 Buckingham St,3,h,1182000,S,Biggin,14/5/16,2.6,3121,3,1,1.0,199,110.0,1920.0,Yarra,-37.8139,145.0039,Northern Metropolitan,14949
753,Richmond,42 Hunter St,2,h,860000,S,Biggin,15/10/16,2.6,3121,2,2,0.0,74,95.0,2000.0,Yarra,-37.8207,145.0053,Northern Metropolitan,14949
754,Richmond,30 Highett St,4,h,3001000,S,Biggin,16/4/16,2.6,3121,2,3,1.0,544,241.0,1920.0,Yarra,-37.8152,144.9922,Northern Metropolitan,14949
759,Richmond,9 Type St,4,h,1510000,PI,Biggin,18/3/17,2.6,3121,4,2,0.0,0,171.0,1900.0,Yarra,-37.8206,145.0099,Northern Metropolitan,14949
760,Richmond,10/200 Brighton St,2,u,646000,S,Woodards,19/11/16,2.6,3121,2,1,1.0,0,70.0,1993.0,Yarra,-37.8333,144.998,Northern Metropolitan,14949
761,Richmond,31/15 River Bvd,2,u,750000,S,Biggin,22/5/16,2.6,3121,2,2,1.0,0,104.0,2000.0,Yarra,-37.8128,145.0133,Northern Metropolitan,14949
766,Richmond,3/77 River St,3,u,791500,S,Biggin,24/9/16,2.6,3121,3,2,2.0,0,104.0,2005.0,Yarra,-37.8189,145.0131,Northern Metropolitan,14949
767,Richmond,1/7 Sanders Pl,3,t,1582000,S,Jellis,25/2/17,2.6,3121,3,3,2.0,119,184.0,2005.0,Yarra,-37.8278,144.9984,Northern Metropolitan,14949
771,Richmond,5 Union St,3,h,1520000,S,Biggin,30/7/16,2.6,3121,3,1,2.0,248,100.0,1900.0,Yarra,-37.8185,144.9935,Northern Metropolitan,14949
772,Rosanna,166 Rosanna Rd,3,h,620000,VB,Miles,10/12/16,11.4,3084,3,1,0.0,454,134.0,1940.0,Banyule,-37.7449,145.072,Eastern Metropolitan,3540
773,Rosanna,11/77 McCrae Rd,2,h,430000,S,hockingstuart,16/4/16,11.4,3084,2,1,1.0,164,83.0,1980.0,Banyule,-37.7362,145.079,Eastern Metropolitan,3540
774,Rosanna,109 Ellesmere Pde,3,h,1020000,SP,Miles,17/9/16,11.4,3084,3,1,2.0,927,141.0,1960.0,Banyule,-37.7342,145.0658,Eastern Metropolitan,3540
775,Rosanna,23 Silk St,3,h,908000,S,Miles,30/7/16,11.4,3084,3,1,2.0,692,125.0,1950.0,Banyule,-37.7345,145.0753,Eastern Metropolitan,3540
776,Seddon,56 Hamilton St,3,h,1145000,S,Burnham,3/9/16,6.6,3011,3,1,1.0,350,116.0,1890.0,Maribyrnong,-37.8094,144.8869,Western Metropolitan,2417
777,Seddon,24/294 Nicholson St,2,u,450000,S,Village,6/8/16,6.6,3011,2,1,2.0,0,65.0,1970.0,Maribyrnong,-37.8087,144.8978,Western Metropolitan,2417
778,Seddon,11 Hotham St,3,h,1395000,SP,Jas,16/4/16,6.6,3011,3,1,2.0,467,155.0,1946.0,Maribyrnong,-37.8093,144.8941,Western Metropolitan,2417
779,Seddon,4 webster St,4,h,1455000,SP,Jas,19/11/16,6.6,3011,4,2,3.0,571,198.0,1920.0,Maribyrnong,-37.809,144.8865,Western Metropolitan,2417
781,South Melbourne,38 Tribe St,3,h,2633000,S,Marshall,4/3/17,2.1,3205,3,1,0.0,276,119.0,1900.0,Port Phillip,-37.838,144.9489,Southern Metropolitan,5943
782,South Melbourne,144 Cobden St,3,h,1405000,PI,Greg,4/6/16,2.1,3205,3,1,1.0,181,117.0,1880.0,Port Phillip,-37.8365,144.9631,Southern Metropolitan,5943
785,South Melbourne,203/196 Albert Rd,2,u,1050000,VB,Marshall,17/9/16,2.1,3205,2,2,2.0,0,122.0,2001.0,Port Phillip,-37.8372,144.9672,Southern Metropolitan,5943
786,South Melbourne,24 Lyell St,3,h,1250000,VB,Greg,17/9/16,2.1,3205,3,2,1.0,108,125.0,1890.0,Port Phillip,-37.8363,144.9509,Southern Metropolitan,5943
789,South Melbourne,46 Cobden St,3,h,1390000,PI,Greg,22/5/16,2.1,3205,3,2,1.0,138,138.0,1998.0,Port Phillip,-37.8351,144.9675,Southern Metropolitan,5943
791,South Melbourne,372 Dorcas St,3,h,2300000,S,RT,24/9/16,2.1,3205,3,2,2.0,0,260.0,1877.0,Port Phillip,-37.8352,144.952,Southern Metropolitan,5943
792,South Melbourne,5/38 Bank St,3,u,742000,SP,Greg,27/11/16,2.1,3205,3,2,2.0,0,90.0,2003.0,Port Phillip,-37.8319,144.9682,Southern Metropolitan,5943
794,South Yarra,202/8 Bond St,2,u,850000,PI,Kay,3/12/16,3.3,3141,2,2,2.0,0,86.0,2014.0,Stonnington,-37.8411,144.9944,Southern Metropolitan,14887
799,South Yarra,8/99 Osborne St,1,u,409000,S,Castran,7/5/16,3.3,3141,1,1,1.0,0,45.0,1970.0,Stonnington,-37.8414,144.991,Southern Metropolitan,14887
800,South Yarra,26 Fawkner St,2,h,1455000,S,Jellis,8/10/16,3.3,3141,2,1,0.0,225,94.0,1890.0,Stonnington,-37.8421,144.9876,Southern Metropolitan,14887
801,South Yarra,6/97 Osborne St,1,u,380000,S,hockingstuart,10/12/16,3.3,3141,1,1,1.0,0,41.0,1980.0,Stonnington,-37.8415,144.991,Southern Metropolitan,14887
